transaction_id,amount,account_age,transaction_hour,device_changed,location_changed,transaction_velocity,avg_transaction_amount,merchant_risk,behavior_deviation,is_fraud,attack_type,amount_deviation
10001,1411.2041159670605,428,9,0,0,4,2656.558759236029,0.172187010775928,1.0999930069624368,1,hard_velocity_attack,0.4687849041318049
10002,4802.001523285247,475,2,0,0,4,2371.0493458339024,0.923911446754658,1.1186455344903607,1,hard_velocity_attack,1.0252642703209425
10003,3302.91673438754,1384,10,0,0,4,1381.148201055316,0.5510693526544745,1.0629452004202813,1,hard_velocity_attack,1.3914281840745462
10004,4456.6848430644695,96,0,1,0,6,2026.959895669796,0.5942593991682911,1.1527749117277564,1,hard_velocity_attack,1.1987040062239547
10005,4377.011165671756,933,11,0,0,6,1847.771688696982,0.1162242667370462,0.734256727891079,1,hard_velocity_attack,1.3688051897571567
10006,1689.2353902653404,1451,18,0,0,4,902.7531132495292,0.0774062410267439,0.8160363578799891,1,hard_velocity_attack,0.8712041703016762
10007,1881.2208411094068,832,10,0,0,6,2506.446069197349,0.8578354821947872,1.245614740855789,1,hard_velocity_attack,0.2494469104169319
10008,2236.745353074632,1165,10,0,0,5,2438.941929279778,0.5025005607782645,1.3727160130407934,1,hard_velocity_attack,0.08290339912474044
10009,4413.233689080267,243,7,0,0,6,1867.044174694557,0.0543792671264911,0.9828286364598509,1,hard_velocity_attack,1.3637542961736615
10010,4788.494770961009,1601,8,0,0,6,1562.6694490545333,0.4609452273323984,0.8680122837373523,1,hard_velocity_attack,2.064304337592449
10011,3965.678418532748,1012,15,0,0,6,2501.054792236191,0.4410741656675593,0.5965436585573364,1,hard_velocity_attack,0.5856023749831718
10012,295.74506910186227,1865,6,0,0,6,1595.3468024646918,0.9009592345794112,1.188113736412514,1,hard_velocity_attack,0.814620201297324
10013,4922.008999076546,944,13,1,0,5,1457.7280205571608,0.0718838163583257,0.5341463799875451,1,hard_velocity_attack,2.3764933716478174
10014,1866.091452993282,268,7,0,0,4,2142.037984198337,0.5384792583034556,0.5684865558514516,1,hard_velocity_attack,0.12882429407914017
10015,2148.8448389887512,601,14,0,0,4,983.3641330619848,0.8646128248974452,1.4095072818588523,1,hard_velocity_attack,1.1851974937276892
10016,1840.8914737609207,679,22,0,0,4,2081.346451750147,0.0606916442129307,1.0570737600013211,1,hard_velocity_attack,0.11552856939652423
10017,4281.095512979289,1271,16,0,0,4,2504.067086551025,0.156983722884809,0.7950211822893117,1,hard_velocity_attack,0.7096568761964971
10018,448.6755973498208,1586,15,0,0,6,1351.371296614945,0.1682468433666064,1.233118374907137,1,hard_velocity_attack,0.6679849583354996
10019,598.8380464527309,1185,9,0,0,4,200.5534451642248,0.882972739138299,0.7708576711264935,1,hard_velocity_attack,1.9859274965950722
10020,3070.4615468817533,1542,13,0,0,5,841.8237202140956,0.0228725028378312,1.3697817850947906,1,hard_velocity_attack,2.647392527857094
10021,4469.9190358924025,308,1,0,0,5,639.6435527213034,0.5079605312436511,1.1615484508012517,1,hard_velocity_attack,5.988140530574492
10022,4164.03385780835,655,17,0,0,6,894.568172082773,0.799872233328346,0.8945512184712868,1,hard_velocity_attack,3.6547976864786764
10023,4180.868846262529,1712,10,0,1,6,1367.8464314271494,0.4454879553101987,0.6504316122845747,1,hard_velocity_attack,2.056533796634172
10024,1924.00194641175,1189,20,0,0,4,2747.9211661333425,0.9294364304835748,1.3207904683725742,1,hard_velocity_attack,0.299833645111787
